bbox,filename,height,width
"[414.27, 105.94, 41.27999999999997, 115.37]",/home/tako/devtools/furry-geras/coco/train2017/000000303340.jpg,309,640
"[364.99, 127.35, 86.14999999999998, 98.85]",/home/tako/devtools/furry-geras/coco/train2017/000000196119.jpg,427,640
"[275.15, 0.0, 363.43999999999994, 361.0]",/home/tako/devtools/furry-geras/coco/train2017/000000185064.jpg,362,640
"[313.02, 89.34, 82.47000000000003, 159.31]",/home/tako/devtools/furry-geras/coco/train2017/000000066667.jpg,424,640
"[76.96, 123.96, 111.66000000000001, 225.72000000000003]",/home/tako/devtools/furry-geras/coco/train2017/000000013909.jpg,429,640
"[33.08, 97.8, 383.0, 394.5]",/home/tako/devtools/furry-geras/coco/train2017/000000295440.jpg,640,427
"[164.32, 149.19, 147.46999999999997, 438.63999999999993]",/home/tako/devtools/furry-geras/coco/train2017/000000012269.jpg,640,480
"[24.83, 61.55, 172.79000000000002, 412.79]",/home/tako/devtools/furry-geras/coco/train2017/000000033505.jpg,480,640
"[17.61, 1.92, 402.42, 552.49]",/home/tako/devtools/furry-geras/coco/train2017/000000180682.jpg,640,480
"[0.0, 2.64, 477.92, 603.04]",/home/tako/devtools/furry-geras/coco/train2017/000000348371.jpg,640,480
"[254.05, 61.01, 258.7, 417.99]",/home/tako/devtools/furry-geras/coco/train2017/000000008594.jpg,480,640
"[136.53, 106.4, 86.56, 137.41]",/home/tako/devtools/furry-geras/coco/train2017/000000389054.jpg,419,640
"[31.18, 0.0, 454.9, 369.79]",/home/tako/devtools/furry-geras/coco/train2017/000000399881.jpg,375,500
"[68.12, 2.4, 569.88, 416.36]",/home/tako/devtools/furry-geras/coco/train2017/000000580678.jpg,426,640
"[160.81, 191.14, 127.67000000000002, 264.44]",/home/tako/devtools/furry-geras/coco/train2017/000000118181.jpg,480,640
"[99.24, 176.9, 270.82, 452.03]",/home/tako/devtools/furry-geras/coco/train2017/000000055363.jpg,640,450
"[68.61, 160.0, 147.2, 433.98]",/home/tako/devtools/furry-geras/coco/train2017/000000017432.jpg,612,612
"[189.98, 178.48, 43.849999999999994, 140.86000000000004]",/home/tako/devtools/furry-geras/coco/train2017/000000419724.jpg,372,500
"[231.81, 196.24, 94.69999999999999, 229.91999999999996]",/home/tako/devtools/furry-geras/coco/train2017/000000013417.jpg,428,640
"[250.47, 210.74, 139.12000000000003, 279.26]",/home/tako/devtools/furry-geras/coco/train2017/000000238086.jpg,491,640
"[133.1, 138.88, 137.96, 284.75]",/home/tako/devtools/furry-geras/coco/train2017/000000420402.jpg,640,478
"[188.11, 136.76, 50.889999999999986, 99.54000000000002]",/home/tako/devtools/furry-geras/coco/train2017/000000576128.jpg,480,640
"[142.78, 0.0, 217.4, 31.5]",/home/tako/devtools/furry-geras/coco/train2017/000000435152.jpg,480,640
"[288.92, 141.4, 65.96999999999997, 187.23]",/home/tako/devtools/furry-geras/coco/train2017/000000450524.jpg,427,640
"[291.89, 20.0, 234.67999999999995, 440.86]",/home/tako/devtools/furry-geras/coco/train2017/000000139595.jpg,480,640
"[0.0, 145.66, 516.3, 281.34000000000003]",/home/tako/devtools/furry-geras/coco/train2017/000000075852.jpg,428,640
"[441.59, 313.52, 43.31, 124.01999999999998]",/home/tako/devtools/furry-geras/coco/train2017/000000519552.jpg,458,640
"[20.68, 112.34, 568.27, 484.18999999999994]",/home/tako/devtools/furry-geras/coco/train2017/000000221661.jpg,612,612
"[262.11, 237.9, 105.79000000000002, 117.10999999999999]",/home/tako/devtools/furry-geras/coco/train2017/000000526401.jpg,360,640
"[269.3, 228.01, 369.7, 193.27999999999997]",/home/tako/devtools/furry-geras/coco/train2017/000000563696.jpg,428,640
"[83.12, 98.08, 178.52999999999997, 530.95]",/home/tako/devtools/furry-geras/coco/train2017/000000404257.jpg,640,396
"[201.08, 0.0, 436.8399999999999, 471.43]",/home/tako/devtools/furry-geras/coco/train2017/000000031084.jpg,480,640
"[156.87, 452.63, 217.27999999999997, 179.74]",/home/tako/devtools/furry-geras/coco/train2017/000000042342.jpg,640,471
"[8.09, 6.29, 490.91, 392.71]",/home/tako/devtools/furry-geras/coco/train2017/000000315793.jpg,400,500
"[0.0, 142.43, 618.96, 217.75]",/home/tako/devtools/furry-geras/coco/train2017/000000366748.jpg,427,640
"[128.92, 121.08, 159.32000000000002, 339.8]",/home/tako/devtools/furry-geras/coco/train2017/000000008923.jpg,500,332
"[177.98, 22.47, 255.72000000000006, 450.9599999999999]",/home/tako/devtools/furry-geras/coco/train2017/000000035069.jpg,480,640
"[130.42, 128.32, 201.41, 509.0199999999999]",/home/tako/devtools/furry-geras/coco/train2017/000000484938.jpg,640,480
"[89.64, 36.39, 182.14, 364.31]",/home/tako/devtools/furry-geras/coco/train2017/000000291476.jpg,427,640
"[165.67, 28.1, 39.00999999999999, 119.45000000000002]",/home/tako/devtools/furry-geras/coco/train2017/000000444073.jpg,332,500
"[116.29, 39.67, 444.79, 501.63999999999993]",/home/tako/devtools/furry-geras/coco/train2017/000000160773.jpg,575,640
"[41.52, 43.09, 394.17, 591.49]",/home/tako/devtools/furry-geras/coco/train2017/000000329016.jpg,640,480
"[442.35, 185.19, 71.92999999999995, 79.61000000000001]",/home/tako/devtools/furry-geras/coco/train2017/000000439251.jpg,427,640
"[107.64, 359.61, 229.83000000000004, 258.03]",/home/tako/devtools/furry-geras/coco/train2017/000000455279.jpg,640,480
"[311.14, 140.29, 98.17000000000002, 179.84]",/home/tako/devtools/furry-geras/coco/train2017/000000165531.jpg,426,640
"[0.28, 388.51, 73.14, 90.26999999999998]",/home/tako/devtools/furry-geras/coco/train2017/000000290849.jpg,480,640
"[147.77, 32.62, 370.35, 209.15]",/home/tako/devtools/furry-geras/coco/train2017/000000301604.jpg,427,640
"[368.05, 139.48, 70.82999999999998, 61.91999999999999]",/home/tako/devtools/furry-geras/coco/train2017/000000541171.jpg,480,640
"[196.76, 140.54, 136.28999999999996, 216.30000000000004]",/home/tako/devtools/furry-geras/coco/train2017/000000529838.jpg,480,640
"[345.17, 182.29, 85.29000000000002, 110.1]",/home/tako/devtools/furry-geras/coco/train2017/000000239492.jpg,480,640
"[127.81, 15.16, 351.02, 400.85]",/home/tako/devtools/furry-geras/coco/train2017/000000121046.jpg,482,640
"[276.42, 267.28, 43.89999999999998, 188.81]",/home/tako/devtools/furry-geras/coco/train2017/000000149268.jpg,640,480
"[8.66, 1.92, 526.01, 419.27]",/home/tako/devtools/furry-geras/coco/train2017/000000401981.jpg,427,640
"[75.02, 15.39, 303.89, 204.82]",/home/tako/devtools/furry-geras/coco/train2017/000000202400.jpg,428,640
"[162.17, 166.52, 153.93000000000004, 329.13]",/home/tako/devtools/furry-geras/coco/train2017/000000207292.jpg,640,426
"[171.02, 108.95, 57.99000000000001, 190.37]",/home/tako/devtools/furry-geras/coco/train2017/000000258110.jpg,425,640
"[543.34, 172.8, 49.200000000000045, 153.40000000000003]",/home/tako/devtools/furry-geras/coco/train2017/000000408824.jpg,509,640
"[1.44, 5.51, 568.56, 626.06]",/home/tako/devtools/furry-geras/coco/train2017/000000359470.jpg,640,571
"[335.38, 87.26, 148.08000000000004, 343.97]",/home/tako/devtools/furry-geras/coco/train2017/000000377543.jpg,574,640
"[549.25, 143.61, 49.26999999999998, 118.79000000000002]",/home/tako/devtools/furry-geras/coco/train2017/000000390241.jpg,422,640
"[263.98, 2.18, 233.58000000000004, 203.31]",/home/tako/devtools/furry-geras/coco/train2017/000000335288.jpg,375,500
"[0.0, 516.12, 187.75, 122.88]",/home/tako/devtools/furry-geras/coco/train2017/000000430114.jpg,640,480
"[2.18, 28.3, 510.56, 448.52]",/home/tako/devtools/furry-geras/coco/train2017/000000023914.jpg,480,640
"[202.83, 100.83, 95.87000000000003, 247.57]",/home/tako/devtools/furry-geras/coco/train2017/000000368402.jpg,427,640
"[362.43, 267.51, 48.610000000000014, 100.38999999999999]",/home/tako/devtools/furry-geras/coco/train2017/000000287402.jpg,480,640
"[89.17, 202.79, 220.47999999999996, 230.55000000000004]",/home/tako/devtools/furry-geras/coco/train2017/000000336602.jpg,640,424
"[220.23, 57.22, 192.30999999999997, 262.51]",/home/tako/devtools/furry-geras/coco/train2017/000000091638.jpg,427,640
"[172.07, 161.79, 135.78000000000003, 288.30000000000007]",/home/tako/devtools/furry-geras/coco/train2017/000000565500.jpg,483,640
"[169.44, 51.69, 229.70999999999998, 276.62]",/home/tako/devtools/furry-geras/coco/train2017/000000474601.jpg,426,640
"[187.93, 10.14, 204.07999999999998, 335.08]",/home/tako/devtools/furry-geras/coco/train2017/000000383438.jpg,347,500
"[71.48, 56.52, 328.14, 421.23]",/home/tako/devtools/furry-geras/coco/train2017/000000304519.jpg,640,480
"[0.0, 361.08, 244.05, 277.92]",/home/tako/devtools/furry-geras/coco/train2017/000000135685.jpg,640,480
"[129.19, 1.21, 459.02000000000004, 479.55]",/home/tako/devtools/furry-geras/coco/train2017/000000569310.jpg,489,640
"[315.67, 357.75, 79.32, 68.25]",/home/tako/devtools/furry-geras/coco/train2017/000000347876.jpg,427,640
"[2.16, 1.98, 565.29, 477.02]",/home/tako/devtools/furry-geras/coco/train2017/000000393223.jpg,480,640
"[182.34, 93.79, 176.49000000000004, 229.82999999999998]",/home/tako/devtools/furry-geras/coco/train2017/000000365444.jpg,451,640
"[121.86, 142.97, 517.14, 283.03]",/home/tako/devtools/furry-geras/coco/train2017/000000485613.jpg,427,640
"[48.51, 60.37, 125.75, 137.94]",/home/tako/devtools/furry-geras/coco/train2017/000000418893.jpg,480,640
"[282.45, 326.92, 75.24000000000001, 144.82999999999998]",/home/tako/devtools/furry-geras/coco/train2017/000000317790.jpg,640,480
"[192.13, 92.96, 85.94, 78.2]",/home/tako/devtools/furry-geras/coco/train2017/000000419571.jpg,428,640
"[33.51, 73.51, 244.41000000000003, 233.60000000000002]",/home/tako/devtools/furry-geras/coco/train2017/000000371577.jpg,480,640
"[153.87, 25.0, 278.86, 401.0]",/home/tako/devtools/furry-geras/coco/train2017/000000368204.jpg,427,640
"[427.79, 335.7, 40.45999999999998, 134.11]",/home/tako/devtools/furry-geras/coco/train2017/000000467763.jpg,640,480
"[125.82, 168.82, 133.37, 205.18]",/home/tako/devtools/furry-geras/coco/train2017/000000378970.jpg,375,500
"[174.66, 14.71, 296.06000000000006, 584.87]",/home/tako/devtools/furry-geras/coco/train2017/000000453621.jpg,612,612
"[196.17, 111.88, 192.10999999999999, 209.73000000000002]",/home/tako/devtools/furry-geras/coco/train2017/000000042122.jpg,341,500
"[79.52, 0.4, 242.52000000000004, 163.64]",/home/tako/devtools/furry-geras/coco/train2017/000000448275.jpg,640,479
"[161.32, 124.78, 262.68, 277.1700000000001]",/home/tako/devtools/furry-geras/coco/train2017/000000040165.jpg,640,425
"[200.24, 136.26, 140.43, 144.19]",/home/tako/devtools/furry-geras/coco/train2017/000000548090.jpg,427,640
"[5.75, 15.58, 406.01, 615.99]",/home/tako/devtools/furry-geras/coco/train2017/000000024038.jpg,640,480
"[95.14, 103.06, 284.4, 425.67]",/home/tako/devtools/furry-geras/coco/train2017/000000313526.jpg,640,427
"[147.29, 187.15, 81.04999999999998, 187.22]",/home/tako/devtools/furry-geras/coco/train2017/000000121589.jpg,428,640
"[1.44, 0.0, 451.61, 460.26]",/home/tako/devtools/furry-geras/coco/train2017/000000430691.jpg,640,640
"[14.35, 66.18, 125.28, 257.29]",/home/tako/devtools/furry-geras/coco/train2017/000000054679.jpg,640,456
"[95.17, 480.07, 31.909999999999997, 111.84999999999997]",/home/tako/devtools/furry-geras/coco/train2017/000000054642.jpg,640,427
"[2.4, 1.2, 540.72, 629.41]",/home/tako/devtools/furry-geras/coco/train2017/000000251064.jpg,640,636
"[151.27, 0.0, 385.73, 595.78]",/home/tako/devtools/furry-geras/coco/train2017/000000405873.jpg,640,538
"[123.41, 337.22, 264.47, 295.75]",/home/tako/devtools/furry-geras/coco/train2017/000000018462.jpg,640,480
"[183.19, 311.31, 88.09999999999997, 163.86]",/home/tako/devtools/furry-geras/coco/train2017/000000123359.jpg,640,480
"[10.79, 93.51, 322.59, 378.69]",/home/tako/devtools/furry-geras/coco/train2017/000000519774.jpg,480,640
"[392.61, 72.27, 76.43, 265.76]",/home/tako/devtools/furry-geras/coco/train2017/000000420775.jpg,428,640
"[125.38, 90.73, 113.53, 232.96999999999997]",/home/tako/devtools/furry-geras/coco/train2017/000000102353.jpg,427,640
"[226.52, 51.78, 304.26, 376.52]",/home/tako/devtools/furry-geras/coco/train2017/000000299351.jpg,480,640
"[177.22, 53.49, 169.74000000000004, 278.93]",/home/tako/devtools/furry-geras/coco/train2017/000000007839.jpg,375,500
"[83.84, 151.21, 142.9, 405.5899999999999]",/home/tako/devtools/furry-geras/coco/train2017/000000398798.jpg,640,276
"[328.48, 108.16, 238.88, 367.46000000000004]",/home/tako/devtools/furry-geras/coco/train2017/000000384462.jpg,483,640
"[176.93, 74.75, 105.13, 236.76999999999998]",/home/tako/devtools/furry-geras/coco/train2017/000000078684.jpg,427,640
"[120.9, 102.67, 186.11999999999998, 301.26]",/home/tako/devtools/furry-geras/coco/train2017/000000196365.jpg,427,640
"[61.34, 37.77, 67.66, 106.48999999999998]",/home/tako/devtools/furry-geras/coco/train2017/000000578466.jpg,251,500
"[212.09, 37.58, 140.93999999999997, 282.06]",/home/tako/devtools/furry-geras/coco/train2017/000000161725.jpg,363,640
"[95.5, 145.63, 339.91, 277.37]",/home/tako/devtools/furry-geras/coco/train2017/000000209478.jpg,424,640
"[308.52, 104.69, 234.91999999999996, 316.11]",/home/tako/devtools/furry-geras/coco/train2017/000000425136.jpg,426,640
"[1.94, 0.0, 307.87, 215.89]",/home/tako/devtools/furry-geras/coco/train2017/000000209856.jpg,427,640
"[214.77, 0.1, 424.23, 253.5]",/home/tako/devtools/furry-geras/coco/train2017/000000215863.jpg,480,640
"[149.79, 165.52, 195.6, 267.35]",/home/tako/devtools/furry-geras/coco/train2017/000000523357.jpg,640,427
"[157.93, 120.18, 139.96999999999997, 329.3]",/home/tako/devtools/furry-geras/coco/train2017/000000361055.jpg,640,427
"[117.52, 104.42, 191.16000000000003, 499.24999999999994]",/home/tako/devtools/furry-geras/coco/train2017/000000575675.jpg,640,457
"[263.19, 17.33, 220.12, 333.38]",/home/tako/devtools/furry-geras/coco/train2017/000000464650.jpg,480,640
"[386.88, 0.0, 92.12, 472.17]",/home/tako/devtools/furry-geras/coco/train2017/000000379210.jpg,640,480
"[1.12, 17.98, 259.68, 475.4]",/home/tako/devtools/furry-geras/coco/train2017/000000354559.jpg,500,300
"[573.73, 106.92, 65.26999999999998, 371.64]",/home/tako/devtools/furry-geras/coco/train2017/000000528411.jpg,480,640
"[67.75, 204.68, 271.43, 409.82]",/home/tako/devtools/furry-geras/coco/train2017/000000541901.jpg,640,480
"[250.05, 82.18, 134.69, 177.32]",/home/tako/devtools/furry-geras/coco/train2017/000000267774.jpg,427,640
"[450.29, 0.0, 161.46999999999997, 275.87]",/home/tako/devtools/furry-geras/coco/train2017/000000125071.jpg,480,640
"[115.16, 10.76, 412.27, 306.81]",/home/tako/devtools/furry-geras/coco/train2017/000000198308.jpg,480,640
"[7.83, 53.8, 364.77, 362.53]",/home/tako/devtools/furry-geras/coco/train2017/000000537316.jpg,500,375
"[0.0, 267.24, 300.5, 76.62]",/home/tako/devtools/furry-geras/coco/train2017/000000144944.jpg,640,426
"[77.54, 121.29, 290.98, 173.22999999999996]",/home/tako/devtools/furry-geras/coco/train2017/000000417475.jpg,426,640
"[193.08, 151.01, 196.39000000000001, 327.99]",/home/tako/devtools/furry-geras/coco/train2017/000000388074.jpg,480,640
"[11.51, 20.13, 406.01, 522.51]",/home/tako/devtools/furry-geras/coco/train2017/000000578620.jpg,640,428
"[208.85, 136.6, 87.46000000000001, 283.5899999999999]",/home/tako/devtools/furry-geras/coco/train2017/000000329543.jpg,459,640
"[47.02, 55.65, 272.47, 362.67]",/home/tako/devtools/furry-geras/coco/train2017/000000268239.jpg,427,640
"[358.06, 187.93, 120.94, 167.27000000000004]",/home/tako/devtools/furry-geras/coco/train2017/000000094940.jpg,640,480
"[1.12, 52.47, 328.22, 439.44999999999993]",/home/tako/devtools/furry-geras/coco/train2017/000000572181.jpg,500,333
"[233.24, 27.61, 388.35, 393.86]",/home/tako/devtools/furry-geras/coco/train2017/000000400010.jpg,427,640
"[606.5, 219.96, 31.549999999999955, 109.45000000000002]",/home/tako/devtools/furry-geras/coco/train2017/000000519319.jpg,392,640
"[220.44, 19.86, 303.81, 118.75000000000001]",/home/tako/devtools/furry-geras/coco/train2017/000000369889.jpg,612,612
"[397.48, 369.61, 81.51999999999998, 268.35]",/home/tako/devtools/furry-geras/coco/train2017/000000372592.jpg,640,480
"[332.21, 101.35, 183.90000000000003, 377.65]",/home/tako/devtools/furry-geras/coco/train2017/000000494936.jpg,480,640
"[30.2, 270.38, 161.52, 368.62]",/home/tako/devtools/furry-geras/coco/train2017/000000316524.jpg,640,479
"[167.12, 106.69, 151.94, 212.37]",/home/tako/devtools/furry-geras/coco/train2017/000000154369.jpg,332,500
"[0.0, 67.65, 216.6, 397.96000000000004]",/home/tako/devtools/furry-geras/coco/train2017/000000294863.jpg,640,425
"[287.97, 279.12, 138.02999999999997, 136.14]",/home/tako/devtools/furry-geras/coco/train2017/000000194621.jpg,640,427
"[71.91, 60.4, 326.9100000000001, 523.95]",/home/tako/devtools/furry-geras/coco/train2017/000000329242.jpg,640,480
"[241.81, 35.5, 131.41000000000003, 367.47]",/home/tako/devtools/furry-geras/coco/train2017/000000013267.jpg,427,640
"[76.05, 220.51, 336.22, 410.8399999999999]",/home/tako/devtools/furry-geras/coco/train2017/000000139523.jpg,640,426
"[183.2, 120.02, 100.29000000000002, 83.85000000000001]",/home/tako/devtools/furry-geras/coco/train2017/000000086912.jpg,500,480
"[259.93, 81.86, 115.98000000000002, 244.46999999999997]",/home/tako/devtools/furry-geras/coco/train2017/000000129247.jpg,480,640
"[21.57, 91.61, 201.79, 538.32]",/home/tako/devtools/furry-geras/coco/train2017/000000052324.jpg,640,427
"[42.8, 73.3, 138.25, 130.77999999999997]",/home/tako/devtools/furry-geras/coco/train2017/000000089915.jpg,375,500
"[167.89, 146.54, 346.27, 485.45000000000005]",/home/tako/devtools/furry-geras/coco/train2017/000000285115.jpg,640,640
"[305.41, 196.84, 332.18, 222.08]",/home/tako/devtools/furry-geras/coco/train2017/000000112553.jpg,427,640
"[102.11, 12.94, 260.76, 626.06]",/home/tako/devtools/furry-geras/coco/train2017/000000354290.jpg,640,480
"[17.89, 82.96, 338.11, 172.87]",/home/tako/devtools/furry-geras/coco/train2017/000000299413.jpg,379,500
"[203.61, 68.43, 64.84000000000003, 111.85]",/home/tako/devtools/furry-geras/coco/train2017/000000251723.jpg,480,640
"[177.13, 149.23, 155.95, 342.04999999999995]",/home/tako/devtools/furry-geras/coco/train2017/000000061560.jpg,500,375
"[29.36, 40.41, 248.43, 571.06]",/home/tako/devtools/furry-geras/coco/train2017/000000533276.jpg,640,497
"[24.66, 72.42, 292.73, 385.77]",/home/tako/devtools/furry-geras/coco/train2017/000000250383.jpg,500,375
"[1.02, 49.77, 497.72, 266.14]",/home/tako/devtools/furry-geras/coco/train2017/000000055434.jpg,452,640
"[82.35, 141.91, 149.27, 264.99]",/home/tako/devtools/furry-geras/coco/train2017/000000457217.jpg,480,640
"[26.13, 21.78, 560.11, 568.36]",/home/tako/devtools/furry-geras/coco/train2017/000000145849.jpg,612,612
"[242.63, 100.0, 139.07, 206.57]",/home/tako/devtools/furry-geras/coco/train2017/000000517655.jpg,480,640
"[8.02, 308.45, 39.7, 106.88999999999999]",/home/tako/devtools/furry-geras/coco/train2017/000000258112.jpg,480,640
"[223.48, 19.21, 196.18999999999997, 349.9]",/home/tako/devtools/furry-geras/coco/train2017/000000088120.jpg,450,600
"[70.18, 81.5, 257.88, 424.71]",/home/tako/devtools/furry-geras/coco/train2017/000000365792.jpg,512,640
"[395.27, 200.17, 103.73000000000002, 172.98999999999998]",/home/tako/devtools/furry-geras/coco/train2017/000000148568.jpg,375,500
"[147.03, 100.18, 262.32000000000005, 330.53]",/home/tako/devtools/furry-geras/coco/train2017/000000171297.jpg,640,426
"[188.48, 353.33, 253.42, 285.67]",/home/tako/devtools/furry-geras/coco/train2017/000000194510.jpg,640,443
"[417.58, 168.0, 86.17000000000002, 184.11]",/home/tako/devtools/furry-geras/coco/train2017/000000087933.jpg,480,640
"[93.11, 29.57, 545.89, 473.38]",/home/tako/devtools/furry-geras/coco/train2017/000000356660.jpg,512,640
"[245.91, 63.79, 89.20000000000002, 198.73]",/home/tako/devtools/furry-geras/coco/train2017/000000491242.jpg,480,640
"[237.3, 88.45, 151.08999999999997, 345.25]",/home/tako/devtools/furry-geras/coco/train2017/000000521692.jpg,480,640
"[1.08, 0.0, 548.03, 209.34]",/home/tako/devtools/furry-geras/coco/train2017/000000444024.jpg,480,640
"[370.39, 61.41, 154.43999999999994, 343.48]",/home/tako/devtools/furry-geras/coco/train2017/000000309120.jpg,427,640
"[88.1, 79.79, 213.44999999999996, 542.59]",/home/tako/devtools/furry-geras/coco/train2017/000000022367.jpg,640,480
"[24.68, 222.08, 195.1, 267.8299999999999]",/home/tako/devtools/furry-geras/coco/train2017/000000162088.jpg,500,500
"[177.04, 0.0, 311.93000000000006, 278.27]",/home/tako/devtools/furry-geras/coco/train2017/000000576155.jpg,480,640
"[175.24, 0.23, 143.64, 43.53]",/home/tako/devtools/furry-geras/coco/train2017/000000253729.jpg,427,640
"[82.22, 166.28, 36.42, 128.05000000000004]",/home/tako/devtools/furry-geras/coco/train2017/000000549386.jpg,332,500
"[14.38, 104.99, 308.22, 473.61]",/home/tako/devtools/furry-geras/coco/train2017/000000087151.jpg,640,427
"[149.24, 117.67, 218.55, 349.13]",/home/tako/devtools/furry-geras/coco/train2017/000000514186.jpg,640,480
"[185.53, 93.48, 116.93000000000004, 122.69000000000001]",/home/tako/devtools/furry-geras/coco/train2017/000000439676.jpg,640,400
"[1.91, 22.01, 226.77, 395.46]",/home/tako/devtools/furry-geras/coco/train2017/000000210266.jpg,426,640
"[213.5, 20.68, 147.10000000000002, 294.24]",/home/tako/devtools/furry-geras/coco/train2017/000000032997.jpg,427,640
"[54.41, 72.13, 294.2900000000001, 460.39]",/home/tako/devtools/furry-geras/coco/train2017/000000426152.jpg,640,427
"[101.72, 0.0, 276.6, 420.1]",/home/tako/devtools/furry-geras/coco/train2017/000000285891.jpg,424,640
"[61.49, 144.84, 184.92, 169.35]",/home/tako/devtools/furry-geras/coco/train2017/000000254191.jpg,477,640
"[305.04, 3.64, 236.37000000000006, 435.22]",/home/tako/devtools/furry-geras/coco/train2017/000000240912.jpg,456,640
"[3.88, 70.86, 175.37, 422.8]",/home/tako/devtools/furry-geras/coco/train2017/000000527388.jpg,500,431
"[8.28, 8.28, 257.02, 292.2]",/home/tako/devtools/furry-geras/coco/train2017/000000054329.jpg,307,272
"[346.31, 228.15, 283.3500000000001, 196.85]",/home/tako/devtools/furry-geras/coco/train2017/000000194138.jpg,426,640
"[66.19, 0.0, 369.35, 339.25]",/home/tako/devtools/furry-geras/coco/train2017/000000319977.jpg,640,465
"[322.43, 102.42, 148.87, 104.43000000000002]",/home/tako/devtools/furry-geras/coco/train2017/000000484701.jpg,390,640
"[36.04, 82.21, 188.19, 313.19]",/home/tako/devtools/furry-geras/coco/train2017/000000143540.jpg,500,332
"[26.0, 36.65, 400.0, 594.21]",/home/tako/devtools/furry-geras/coco/train2017/000000126024.jpg,640,427
"[0.0, 3.37, 332.0, 486.64]",/home/tako/devtools/furry-geras/coco/train2017/000000101948.jpg,500,333
"[31.74, 58.67, 549.15, 338.51]",/home/tako/devtools/furry-geras/coco/train2017/000000048749.jpg,428,640
"[59.23, 4.86, 199.82000000000002, 270.61]",/home/tako/devtools/furry-geras/coco/train2017/000000166233.jpg,640,360
"[530.63, 171.76, 78.63999999999999, 180.35000000000002]",/home/tako/devtools/furry-geras/coco/train2017/000000570876.jpg,427,640
"[376.3, 224.09, 110.13, 74.53999999999999]",/home/tako/devtools/furry-geras/coco/train2017/000000263504.jpg,466,640
"[65.88, 19.85, 403.56, 349.5]",/home/tako/devtools/furry-geras/coco/train2017/000000550235.jpg,375,500
"[0.0, 329.33, 151.31, 274.81]",/home/tako/devtools/furry-geras/coco/train2017/000000451793.jpg,612,612
"[205.35, 121.63, 180.23, 176.61]",/home/tako/devtools/furry-geras/coco/train2017/000000454457.jpg,640,427
"[139.61, 9.5, 221.31, 150.68]",/home/tako/devtools/furry-geras/coco/train2017/000000398087.jpg,375,500
"[597.03, 0.0, 41.97000000000003, 109.83]",/home/tako/devtools/furry-geras/coco/train2017/000000276753.jpg,360,640
"[85.79, 92.29, 161.89, 255.39]",/home/tako/devtools/furry-geras/coco/train2017/000000219737.jpg,427,640
"[56.63, 1.67, 271.63, 184.26]",/home/tako/devtools/furry-geras/coco/train2017/000000216026.jpg,360,640
"[63.15, 96.31, 135.79, 100.47]",/home/tako/devtools/furry-geras/coco/train2017/000000115804.jpg,410,276
"[505.67, 343.85, 86.58999999999997, 127.30000000000001]",/home/tako/devtools/furry-geras/coco/train2017/000000435575.jpg,612,612
"[145.26, 25.65, 142.82, 581.47]",/home/tako/devtools/furry-geras/coco/train2017/000000138562.jpg,640,424
"[323.26, 313.55, 315.74, 294.50999999999993]",/home/tako/devtools/furry-geras/coco/train2017/000000281220.jpg,616,640
"[181.6, 337.83, 119.20000000000002, 87.65000000000003]",/home/tako/devtools/furry-geras/coco/train2017/000000355786.jpg,427,640
"[189.39, 275.29, 51.389999999999986, 80.94]",/home/tako/devtools/furry-geras/coco/train2017/000000118154.jpg,489,640
"[150.96, 244.84, 191.11000000000004, 227.04999999999998]",/home/tako/devtools/furry-geras/coco/train2017/000000127702.jpg,480,640
"[384.16, 238.37, 143.04000000000002, 185.63]",/home/tako/devtools/furry-geras/coco/train2017/000000303318.jpg,425,640
"[18.25, 55.54, 216.19, 365.51]",/home/tako/devtools/furry-geras/coco/train2017/000000572296.jpg,427,640
"[134.59, 81.75, 160.79, 523.03]",/home/tako/devtools/furry-geras/coco/train2017/000000381908.jpg,640,427
"[0.0, 2.1, 639.0, 416.65]",/home/tako/devtools/furry-geras/coco/train2017/000000250566.jpg,425,640
"[0.2, 233.17, 34.84, 174.73]",/home/tako/devtools/furry-geras/coco/train2017/000000369838.jpg,480,640
"[130.8, 58.67, 221.18, 247.14]",/home/tako/devtools/furry-geras/coco/train2017/000000552538.jpg,428,640
"[234.17, 136.47, 94.07000000000002, 160.86000000000004]",/home/tako/devtools/furry-geras/coco/train2017/000000055942.jpg,480,640
"[172.73, 0.0, 143.17, 370.19]",/home/tako/devtools/furry-geras/coco/train2017/000000505788.jpg,375,500
"[1.14, 1.7, 637.86, 187.6]",/home/tako/devtools/furry-geras/coco/train2017/000000473774.jpg,459,640
"[21.57, 79.33, 493.83, 519.67]",/home/tako/devtools/furry-geras/coco/train2017/000000156084.jpg,600,640
"[0.67, 0.74, 398.33, 214.48]",/home/tako/devtools/furry-geras/coco/train2017/000000132294.jpg,301,400
"[392.63, 67.31, 192.51, 547.28]",/home/tako/devtools/furry-geras/coco/train2017/000000044612.jpg,624,640
"[60.86, 114.94, 316.27, 399.03000000000003]",/home/tako/devtools/furry-geras/coco/train2017/000000237745.jpg,640,458
"[109.3, 202.79, 240.62, 348.48]",/home/tako/devtools/furry-geras/coco/train2017/000000353407.jpg,640,427
"[39.38, 133.38, 45.26, 152.71000000000004]",/home/tako/devtools/furry-geras/coco/train2017/000000104494.jpg,459,640
"[163.72, 44.04, 262.28, 372.39]",/home/tako/devtools/furry-geras/coco/train2017/000000325475.jpg,427,640
